date,crop,price_per_quintal,mandi,state
2023-06-18,Rice,1946.95,Delhi,Delhi
2023-06-19,Rice,1974.78,Delhi,Delhi
2023-06-20,Rice,1987.37,Delhi,Delhi
2023-06-21,Rice,1980.84,Delhi,Delhi
2023-06-22,Rice,1956.85,Delhi,Delhi
2023-06-23,Rice,1949.13,Delhi,Delhi
2023-06-24,Rice,1942.37,Delhi,Delhi
2023-06-25,Rice,1961.56,Delhi,Delhi
2023-06-26,Rice,1974.99,Delhi,Delhi
2023-06-27,Rice,2004.79,Delhi,Delhi
2023-06-28,Rice,2007.56,Delhi,Delhi
2023-06-29,Rice,1986.96,Delhi,Delhi
2023-06-30,Rice,2005.53,Delhi,Delhi
2023-07-01,Rice,2027.42,Delhi,Delhi
2023-07-02,Rice,2036.19,Delhi,Delhi
2023-07-03,Rice,2059.09,Delhi,Delhi
2023-07-04,Rice,2063.41,Delhi,Delhi
2023-07-05,Rice,2069.71,Delhi,Delhi
2023-07-06,Rice,2069.52,Delhi,Delhi
2023-07-07,Rice,2041.84,Delhi,Delhi
2023-07-08,Rice,2020.1,Delhi,Delhi
2023-07-09,Rice,1993.49,Delhi,Delhi
2023-07-10,Rice,2007.06,Delhi,Delhi
2023-07-11,Rice,1999.37,Delhi,Delhi
2023-07-12,Rice,2004.54,Delhi,Delhi
2023-07-13,Rice,2036.13,Delhi,Delhi
2023-07-14,Rice,2023.96,Delhi,Delhi
2023-07-15,Rice,2022.62,Delhi,Delhi
2023-07-16,Rice,2044.35,Delhi,Delhi
2023-07-17,Rice,2030.74,Delhi,Delhi
2023-07-18,Rice,2007.04,Delhi,Delhi
2023-07-19,Rice,1997.73,Delhi,Delhi
2023-07-20,Rice,1979.97,Delhi,Delhi
2023-07-21,Rice,2012.63,Delhi,Delhi
2023-07-22,Rice,2037.74,Delhi,Delhi
2023-07-23,Rice,2051.41,Delhi,Delhi
2023-07-24,Rice,2081.29,Delhi,Delhi
2023-07-25,Rice,2106.96,Delhi,Delhi
2023-07-26,Rice,2089.99,Delhi,Delhi
2023-07-27,Rice,2121.9,Delhi,Delhi
2023-07-28,Rice,2129.54,Delhi,Delhi
2023-07-29,Rice,2156.06,Delhi,Delhi
2023-07-30,Rice,2189.23,Delhi,Delhi
2023-07-31,Rice,2181.11,Delhi,Delhi
2023-08-01,Rice,2158.04,Delhi,Delhi
2023-08-02,Rice,2143.61,Delhi,Delhi
2023-08-03,Rice,2143.39,Delhi,Delhi
2023-08-04,Rice,2170.83,Delhi,Delhi
2023-08-05,Rice,2201.69,Delhi,Delhi
2023-08-06,Rice,2170.9,Delhi,Delhi
2023-08-07,Rice,2176.67,Delhi,Delhi
2023-08-08,Rice,2175.74,Delhi,Delhi
2023-08-09,Rice,2160.78,Delhi,Delhi
2023-08-10,Rice,2138.62,Delhi,Delhi
2023-08-11,Rice,2132.08,Delhi,Delhi
2023-08-12,Rice,2168.17,Delhi,Delhi
2023-08-13,Rice,2160.5,Delhi,Delhi
2023-08-14,Rice,2166.81,Delhi,Delhi
2023-08-15,Rice,2186.33,Delhi,Delhi
2023-08-16,Rice,2181.51,Delhi,Delhi
2023-08-17,Rice,2220.52,Delhi,Delhi
2023-08-18,Rice,2259.55,Delhi,Delhi
2023-08-19,Rice,2246.22,Delhi,Delhi
2023-08-20,Rice,2251.19,Delhi,Delhi
2023-08-21,Rice,2241.56,Delhi,Delhi
2023-08-22,Rice,2230.79,Delhi,Delhi
2023-08-23,Rice,2201.81,Delhi,Delhi
2023-08-24,Rice,2214.84,Delhi,Delhi
2023-08-25,Rice,2220.13,Delhi,Delhi
2023-08-26,Rice,2192.36,Delhi,Delhi
2023-08-27,Rice,2181.37,Delhi,Delhi
2023-08-28,Rice,2215.81,Delhi,Delhi
2023-08-29,Rice,2201.85,Delhi,Delhi
2023-08-30,Rice,2181.09,Delhi,Delhi
2023-08-31,Rice,2185.35,Delhi,Delhi
2023-09-01,Rice,2223.65,Delhi,Delhi
2023-09-02,Rice,2208.06,Delhi,Delhi
2023-09-03,Rice,2223.91,Delhi,Delhi
2023-09-04,Rice,2246.45,Delhi,Delhi
2023-09-05,Rice,2230.37,Delhi,Delhi
2023-09-06,Rice,2250.51,Delhi,Delhi
2023-09-07,Rice,2244.07,Delhi,Delhi
2023-09-08,Rice,2257.23,Delhi,Delhi
2023-09-09,Rice,2270.56,Delhi,Delhi
2023-09-10,Rice,2276.65,Delhi,Delhi
2023-09-11,Rice,2249.28,Delhi,Delhi
2023-09-12,Rice,2277.55,Delhi,Delhi
2023-09-13,Rice,2267.49,Delhi,Delhi
2023-09-14,Rice,2247.44,Delhi,Delhi
2023-09-15,Rice,2216.75,Delhi,Delhi
2023-09-16,Rice,2226.72,Delhi,Delhi
2023-09-17,Rice,2243.11,Delhi,Delhi
2023-09-18,Rice,2210.69,Delhi,Delhi
2023-09-19,Rice,2214.89,Delhi,Delhi
2023-09-20,Rice,2198.22,Delhi,Delhi
2023-09-21,Rice,2212.05,Delhi,Delhi
2023-09-22,Rice,2191.6,Delhi,Delhi
2023-09-23,Rice,2208.7,Delhi,Delhi
2023-09-24,Rice,2203.75,Delhi,Delhi
2023-09-25,Rice,2238.82,Delhi,Delhi
2023-09-26,Rice,2215.4,Delhi,Delhi
2023-09-27,Rice,2207.1,Delhi,Delhi
2023-09-28,Rice,2182.26,Delhi,Delhi
2023-09-29,Rice,2216.12,Delhi,Delhi
2023-09-30,Rice,2247.04,Delhi,Delhi
2023-10-01,Rice,2230.67,Delhi,Delhi
2023-10-02,Rice,2244.0,Delhi,Delhi
2023-10-03,Rice,2269.04,Delhi,Delhi
2023-10-04,Rice,2274.75,Delhi,Delhi
2023-10-05,Rice,2278.57,Delhi,Delhi
2023-10-06,Rice,2260.76,Delhi,Delhi
2023-10-07,Rice,2232.01,Delhi,Delhi
2023-10-08,Rice,2262.81,Delhi,Delhi
2023-10-09,Rice,2294.26,Delhi,Delhi
2023-10-10,Rice,2305.94,Delhi,Delhi
2023-10-11,Rice,2295.31,Delhi,Delhi
2023-10-12,Rice,2285.5,Delhi,Delhi
2023-10-13,Rice,2304.12,Delhi,Delhi
2023-10-14,Rice,2335.91,Delhi,Delhi
2023-10-15,Rice,2367.35,Delhi,Delhi
2023-10-16,Rice,2390.85,Delhi,Delhi
2023-10-17,Rice,2403.72,Delhi,Delhi
2023-10-18,Rice,2372.44,Delhi,Delhi
2023-10-19,Rice,2347.63,Delhi,Delhi
2023-10-20,Rice,2380.12,Delhi,Delhi
2023-10-21,Rice,2390.14,Delhi,Delhi
2023-10-22,Rice,2353.13,Delhi,Delhi
2023-10-23,Rice,2323.85,Delhi,Delhi
2023-10-24,Rice,2338.0,Delhi,Delhi
2023-10-25,Rice,2301.48,Delhi,Delhi
2023-10-26,Rice,2277.35,Delhi,Delhi
2023-10-27,Rice,2282.6,Delhi,Delhi
2023-10-28,Rice,2298.64,Delhi,Delhi
2023-10-29,Rice,2311.76,Delhi,Delhi
2023-10-30,Rice,2292.36,Delhi,Delhi
2023-10-31,Rice,2310.0,Delhi,Delhi
2023-11-01,Rice,2291.6,Delhi,Delhi
2023-11-02,Rice,2280.01,Delhi,Delhi
2023-11-03,Rice,2300.13,Delhi,Delhi
2023-11-04,Rice,2313.09,Delhi,Delhi
2023-11-05,Rice,2341.34,Delhi,Delhi
2023-11-06,Rice,2355.14,Delhi,Delhi
2023-11-07,Rice,2362.09,Delhi,Delhi
2023-11-08,Rice,2332.1,Delhi,Delhi
2023-11-09,Rice,2323.55,Delhi,Delhi
2023-11-10,Rice,2307.19,Delhi,Delhi
2023-11-11,Rice,2289.32,Delhi,Delhi
2023-11-12,Rice,2326.63,Delhi,Delhi
2023-11-13,Rice,2320.05,Delhi,Delhi
2023-11-14,Rice,2351.67,Delhi,Delhi
2023-11-15,Rice,2363.48,Delhi,Delhi
2023-11-16,Rice,2388.11,Delhi,Delhi
2023-11-17,Rice,2389.98,Delhi,Delhi
2023-11-18,Rice,2397.71,Delhi,Delhi
2023-11-19,Rice,2398.8,Delhi,Delhi
2023-11-20,Rice,2376.37,Delhi,Delhi
2023-11-21,Rice,2395.46,Delhi,Delhi
2023-11-22,Rice,2379.82,Delhi,Delhi
2023-11-23,Rice,2344.15,Delhi,Delhi
2023-11-24,Rice,2357.04,Delhi,Delhi
2023-11-25,Rice,2333.59,Delhi,Delhi
2023-11-26,Rice,2369.11,Delhi,Delhi
2023-11-27,Rice,2406.23,Delhi,Delhi
2023-11-28,Rice,2440.82,Delhi,Delhi
2023-11-29,Rice,2432.08,Delhi,Delhi
2023-11-30,Rice,2394.92,Delhi,Delhi
2023-12-01,Rice,2430.42,Delhi,Delhi
2023-12-02,Rice,2426.36,Delhi,Delhi
2023-12-03,Rice,2465.39,Delhi,Delhi
2023-12-04,Rice,2504.8,Delhi,Delhi
2023-12-05,Rice,2535.71,Delhi,Delhi
2023-12-06,Rice,2520.3,Delhi,Delhi
2023-12-07,Rice,2512.51,Delhi,Delhi
2023-12-08,Rice,2543.35,Delhi,Delhi
2023-12-09,Rice,2529.78,Delhi,Delhi
2023-12-10,Rice,2503.98,Delhi,Delhi
2023-12-11,Rice,2510.42,Delhi,Delhi
2023-12-12,Rice,2548.27,Delhi,Delhi
2023-12-13,Rice,2566.53,Delhi,Delhi
2023-12-14,Rice,2574.25,Delhi,Delhi
2023-12-15,Rice,2541.86,Delhi,Delhi
2023-12-16,Rice,2553.27,Delhi,Delhi
2023-12-17,Rice,2596.31,Delhi,Delhi
2023-12-18,Rice,2567.32,Delhi,Delhi
2023-12-19,Rice,2570.66,Delhi,Delhi
2023-12-20,Rice,2604.44,Delhi,Delhi
2023-12-21,Rice,2626.94,Delhi,Delhi
2023-12-22,Rice,2645.84,Delhi,Delhi
2023-12-23,Rice,2665.36,Delhi,Delhi
2023-12-24,Rice,2654.87,Delhi,Delhi
2023-12-25,Rice,2638.66,Delhi,Delhi
2023-12-26,Rice,2667.42,Delhi,Delhi
2023-12-27,Rice,2696.56,Delhi,Delhi
2023-12-28,Rice,2731.08,Delhi,Delhi
2023-12-29,Rice,2770.2,Delhi,Delhi
2023-12-30,Rice,2773.17,Delhi,Delhi
2023-12-31,Rice,2775.25,Delhi,Delhi
2024-01-01,Rice,2806.73,Delhi,Delhi
2024-01-02,Rice,2824.83,Delhi,Delhi
2024-01-03,Rice,2847.9,Delhi,Delhi
2024-01-04,Rice,2879.97,Delhi,Delhi
2024-01-05,Rice,2921.35,Delhi,Delhi
2024-01-06,Rice,2910.12,Delhi,Delhi
2024-01-07,Rice,2902.53,Delhi,Delhi
2024-01-08,Rice,2868.0,Delhi,Delhi
2024-01-09,Rice,2879.71,Delhi,Delhi
2024-01-10,Rice,2839.93,Delhi,Delhi
2024-01-11,Rice,2840.96,Delhi,Delhi
2024-01-12,Rice,2849.22,Delhi,Delhi
2024-01-13,Rice,2833.43,Delhi,Delhi
2024-01-14,Rice,2846.17,Delhi,Delhi
2024-01-15,Rice,2806.34,Delhi,Delhi
2024-01-16,Rice,2767.71,Delhi,Delhi
2024-01-17,Rice,2801.32,Delhi,Delhi
2024-01-18,Rice,2792.6,Delhi,Delhi
2024-01-19,Rice,2762.42,Delhi,Delhi
2024-01-20,Rice,2768.59,Delhi,Delhi
2024-01-21,Rice,2797.41,Delhi,Delhi
2024-01-22,Rice,2775.37,Delhi,Delhi
2024-01-23,Rice,2790.79,Delhi,Delhi
2024-01-24,Rice,2756.79,Delhi,Delhi
2024-01-25,Rice,2720.14,Delhi,Delhi
2024-01-26,Rice,2727.04,Delhi,Delhi
2024-01-27,Rice,2734.78,Delhi,Delhi
2024-01-28,Rice,2751.29,Delhi,Delhi
2024-01-29,Rice,2775.94,Delhi,Delhi
2024-01-30,Rice,2823.7,Delhi,Delhi
2024-01-31,Rice,2829.45,Delhi,Delhi
2024-02-01,Rice,2817.16,Delhi,Delhi
2024-02-02,Rice,2848.83,Delhi,Delhi
2024-02-03,Rice,2831.56,Delhi,Delhi
2024-02-04,Rice,2830.11,Delhi,Delhi
2024-02-05,Rice,2794.98,Delhi,Delhi
2024-02-06,Rice,2755.4,Delhi,Delhi
2024-02-07,Rice,2801.6,Delhi,Delhi
2024-02-08,Rice,2836.86,Delhi,Delhi
2024-02-09,Rice,2859.46,Delhi,Delhi
2024-02-10,Rice,2855.16,Delhi,Delhi
2024-02-11,Rice,2828.66,Delhi,Delhi
2024-02-12,Rice,2800.83,Delhi,Delhi
2024-02-13,Rice,2781.95,Delhi,Delhi
2024-02-14,Rice,2790.64,Delhi,Delhi
2024-02-15,Rice,2814.59,Delhi,Delhi
2024-02-16,Rice,2833.69,Delhi,Delhi
2024-02-17,Rice,2817.36,Delhi,Delhi
2024-02-18,Rice,2863.88,Delhi,Delhi
2024-02-19,Rice,2890.66,Delhi,Delhi
2024-02-20,Rice,2900.18,Delhi,Delhi
2024-02-21,Rice,2915.22,Delhi,Delhi
2024-02-22,Rice,2911.86,Delhi,Delhi
2024-02-23,Rice,2891.99,Delhi,Delhi
2024-02-24,Rice,2882.58,Delhi,Delhi
2024-02-25,Rice,2911.43,Delhi,Delhi
2024-02-26,Rice,2869.14,Delhi,Delhi
2024-02-27,Rice,2837.1,Delhi,Delhi
2024-02-28,Rice,2798.85,Delhi,Delhi
2024-02-29,Rice,2760.63,Delhi,Delhi
2024-03-01,Rice,2797.15,Delhi,Delhi
2024-03-02,Rice,2820.14,Delhi,Delhi
2024-03-03,Rice,2821.97,Delhi,Delhi
2024-03-04,Rice,2788.75,Delhi,Delhi
2024-03-05,Rice,2792.16,Delhi,Delhi
2024-03-06,Rice,2793.91,Delhi,Delhi
2024-03-07,Rice,2767.97,Delhi,Delhi
2024-03-08,Rice,2766.08,Delhi,Delhi
2024-03-09,Rice,2760.96,Delhi,Delhi
2024-03-10,Rice,2775.66,Delhi,Delhi
2024-03-11,Rice,2792.2,Delhi,Delhi
2024-03-12,Rice,2754.49,Delhi,Delhi
2024-03-13,Rice,2747.22,Delhi,Delhi
2024-03-14,Rice,2762.75,Delhi,Delhi
2024-03-15,Rice,2767.18,Delhi,Delhi
2024-03-16,Rice,2803.89,Delhi,Delhi
2024-03-17,Rice,2822.78,Delhi,Delhi
2024-03-18,Rice,2795.61,Delhi,Delhi
2024-03-19,Rice,2760.19,Delhi,Delhi
2024-03-20,Rice,2777.3,Delhi,Delhi
2024-03-21,Rice,2738.07,Delhi,Delhi
2024-03-22,Rice,2749.93,Delhi,Delhi
2024-03-23,Rice,2794.0,Delhi,Delhi
2024-03-24,Rice,2805.15,Delhi,Delhi
2024-03-25,Rice,2799.01,Delhi,Delhi
2024-03-26,Rice,2816.44,Delhi,Delhi
2024-03-27,Rice,2816.79,Delhi,Delhi
2024-03-28,Rice,2825.25,Delhi,Delhi
2024-03-29,Rice,2870.65,Delhi,Delhi
2024-03-30,Rice,2864.17,Delhi,Delhi
2024-03-31,Rice,2912.05,Delhi,Delhi
2024-04-01,Rice,2955.38,Delhi,Delhi
2024-04-02,Rice,2930.14,Delhi,Delhi
2024-04-03,Rice,2892.89,Delhi,Delhi
2024-04-04,Rice,2859.12,Delhi,Delhi
2024-04-05,Rice,2817.95,Delhi,Delhi
2024-04-06,Rice,2784.47,Delhi,Delhi
2024-04-07,Rice,2805.46,Delhi,Delhi
2024-04-08,Rice,2769.97,Delhi,Delhi
2024-04-09,Rice,2757.58,Delhi,Delhi
2024-04-10,Rice,2793.1,Delhi,Delhi
2024-04-11,Rice,2753.35,Delhi,Delhi
2024-04-12,Rice,2786.05,Delhi,Delhi
2024-04-13,Rice,2770.17,Delhi,Delhi
2024-04-14,Rice,2739.42,Delhi,Delhi
2024-04-15,Rice,2761.31,Delhi,Delhi
2024-04-16,Rice,2777.21,Delhi,Delhi
2024-04-17,Rice,2815.97,Delhi,Delhi
2024-04-18,Rice,2842.04,Delhi,Delhi
2024-04-19,Rice,2874.76,Delhi,Delhi
2024-04-20,Rice,2858.4,Delhi,Delhi
2024-04-21,Rice,2832.26,Delhi,Delhi
2024-04-22,Rice,2859.93,Delhi,Delhi
2024-04-23,Rice,2893.18,Delhi,Delhi
2024-04-24,Rice,2944.35,Delhi,Delhi
2024-04-25,Rice,2940.27,Delhi,Delhi
2024-04-26,Rice,2932.27,Delhi,Delhi
2024-04-27,Rice,2963.41,Delhi,Delhi
2024-04-28,Rice,2952.29,Delhi,Delhi
2024-04-29,Rice,2998.68,Delhi,Delhi
2024-04-30,Rice,3038.65,Delhi,Delhi
2024-05-01,Rice,3036.09,Delhi,Delhi
2024-05-02,Rice,3065.78,Delhi,Delhi
2024-05-03,Rice,3080.0,Delhi,Delhi
2024-05-04,Rice,3044.28,Delhi,Delhi
2024-05-05,Rice,3080.0,Delhi,Delhi
2024-05-06,Rice,3080.0,Delhi,Delhi
2024-05-07,Rice,3080.0,Delhi,Delhi
2024-05-08,Rice,3066.33,Delhi,Delhi
2024-05-09,Rice,3080.0,Delhi,Delhi
2024-05-10,Rice,3073.36,Delhi,Delhi
2024-05-11,Rice,3028.36,Delhi,Delhi
2024-05-12,Rice,3073.41,Delhi,Delhi
2024-05-13,Rice,3036.57,Delhi,Delhi
2024-05-14,Rice,3023.02,Delhi,Delhi
2024-05-15,Rice,3072.45,Delhi,Delhi
2024-05-16,Rice,3080.0,Delhi,Delhi
2024-05-17,Rice,3080.0,Delhi,Delhi
2024-05-18,Rice,3080.0,Delhi,Delhi
2024-05-19,Rice,3079.38,Delhi,Delhi
2024-05-20,Rice,3062.99,Delhi,Delhi
2024-05-21,Rice,3050.26,Delhi,Delhi
2024-05-22,Rice,3072.2,Delhi,Delhi
2024-05-23,Rice,3080.0,Delhi,Delhi
2024-05-24,Rice,3080.0,Delhi,Delhi
2024-05-25,Rice,3080.0,Delhi,Delhi
2024-05-26,Rice,3043.07,Delhi,Delhi
2024-05-27,Rice,3047.07,Delhi,Delhi
2024-05-28,Rice,3007.16,Delhi,Delhi
2024-05-29,Rice,3016.58,Delhi,Delhi
2024-05-30,Rice,3015.29,Delhi,Delhi
2024-05-31,Rice,3058.39,Delhi,Delhi
2024-06-01,Rice,3050.37,Delhi,Delhi
2024-06-02,Rice,3018.81,Delhi,Delhi
2024-06-03,Rice,2990.16,Delhi,Delhi
2024-06-04,Rice,3022.87,Delhi,Delhi
2024-06-05,Rice,3041.63,Delhi,Delhi
2024-06-06,Rice,3008.56,Delhi,Delhi
2024-06-07,Rice,2974.16,Delhi,Delhi
2024-06-08,Rice,3000.74,Delhi,Delhi
2024-06-09,Rice,2965.31,Delhi,Delhi
2024-06-10,Rice,3003.65,Delhi,Delhi
2024-06-11,Rice,3031.02,Delhi,Delhi
2024-06-12,Rice,2996.09,Delhi,Delhi
2024-06-13,Rice,2961.9,Delhi,Delhi
2024-06-14,Rice,3016.32,Delhi,Delhi
2024-06-15,Rice,3010.74,Delhi,Delhi
2024-06-16,Rice,3004.8,Delhi,Delhi
2024-06-17,Rice,3042.76,Delhi,Delhi
2024-06-18,Rice,3080.0,Delhi,Delhi
2024-06-19,Rice,3080.0,Delhi,Delhi
2024-06-20,Rice,3080.0,Delhi,Delhi
2024-06-21,Rice,3074.5,Delhi,Delhi
2024-06-22,Rice,3039.28,Delhi,Delhi
2024-06-23,Rice,3074.1,Delhi,Delhi
2024-06-24,Rice,3080.0,Delhi,Delhi
2024-06-25,Rice,3079.38,Delhi,Delhi
2024-06-26,Rice,3080.0,Delhi,Delhi
2024-06-27,Rice,3047.54,Delhi,Delhi
2024-06-28,Rice,3053.81,Delhi,Delhi
2024-06-29,Rice,3011.55,Delhi,Delhi
2024-06-30,Rice,3015.37,Delhi,Delhi
2024-07-01,Rice,2978.12,Delhi,Delhi
2024-07-02,Rice,2947.48,Delhi,Delhi
2024-07-03,Rice,2917.03,Delhi,Delhi
2024-07-04,Rice,2938.12,Delhi,Delhi
2024-07-05,Rice,2968.76,Delhi,Delhi
2024-07-06,Rice,2983.76,Delhi,Delhi
2024-07-07,Rice,3036.17,Delhi,Delhi
2024-07-08,Rice,3030.61,Delhi,Delhi
2024-07-09,Rice,3016.14,Delhi,Delhi
2024-07-10,Rice,3059.79,Delhi,Delhi
2024-07-11,Rice,3038.9,Delhi,Delhi
2024-07-12,Rice,3080.0,Delhi,Delhi
2024-07-13,Rice,3037.46,Delhi,Delhi
2024-07-14,Rice,3080.0,Delhi,Delhi
2024-07-15,Rice,3040.62,Delhi,Delhi
2024-07-16,Rice,3080.0,Delhi,Delhi
2024-07-17,Rice,3080.0,Delhi,Delhi
2024-07-18,Rice,3080.0,Delhi,Delhi
2024-07-19,Rice,3043.73,Delhi,Delhi
2024-07-20,Rice,3056.15,Delhi,Delhi
2024-07-21,Rice,3080.0,Delhi,Delhi
2024-07-22,Rice,3080.0,Delhi,Delhi
2024-07-23,Rice,3080.0,Delhi,Delhi
2024-07-24,Rice,3080.0,Delhi,Delhi
2024-07-25,Rice,3080.0,Delhi,Delhi
2024-07-26,Rice,3080.0,Delhi,Delhi
2024-07-27,Rice,3080.0,Delhi,Delhi
2024-07-28,Rice,3080.0,Delhi,Delhi
2024-07-29,Rice,3040.85,Delhi,Delhi
2024-07-30,Rice,3025.85,Delhi,Delhi
2024-07-31,Rice,3077.82,Delhi,Delhi
2024-08-01,Rice,3080.0,Delhi,Delhi
2024-08-02,Rice,3080.0,Delhi,Delhi
2024-08-03,Rice,3080.0,Delhi,Delhi
2024-08-04,Rice,3064.44,Delhi,Delhi
2024-08-05,Rice,3039.93,Delhi,Delhi
2024-08-06,Rice,3043.28,Delhi,Delhi
2024-08-07,Rice,3035.54,Delhi,Delhi
2024-08-08,Rice,3050.92,Delhi,Delhi
2024-08-09,Rice,3015.39,Delhi,Delhi
2024-08-10,Rice,3069.57,Delhi,Delhi
2024-08-11,Rice,3080.0,Delhi,Delhi
2024-08-12,Rice,3080.0,Delhi,Delhi
2024-08-13,Rice,3080.0,Delhi,Delhi
2024-08-14,Rice,3067.71,Delhi,Delhi
2024-08-15,Rice,3080.0,Delhi,Delhi
2024-08-16,Rice,3080.0,Delhi,Delhi
2024-08-17,Rice,3052.77,Delhi,Delhi
2024-08-18,Rice,3080.0,Delhi,Delhi
2024-08-19,Rice,3080.0,Delhi,Delhi
2024-08-20,Rice,3080.0,Delhi,Delhi
2024-08-21,Rice,3080.0,Delhi,Delhi
2024-08-22,Rice,3080.0,Delhi,Delhi
2024-08-23,Rice,3078.77,Delhi,Delhi
2024-08-24,Rice,3080.0,Delhi,Delhi
2024-08-25,Rice,3080.0,Delhi,Delhi
2024-08-26,Rice,3040.83,Delhi,Delhi
2024-08-27,Rice,3000.26,Delhi,Delhi
2024-08-28,Rice,2994.92,Delhi,Delhi
2024-08-29,Rice,3032.53,Delhi,Delhi
2024-08-30,Rice,3080.0,Delhi,Delhi
2024-08-31,Rice,3051.53,Delhi,Delhi
2024-09-01,Rice,3065.58,Delhi,Delhi
2024-09-02,Rice,3058.13,Delhi,Delhi
2024-09-03,Rice,3080.0,Delhi,Delhi
2024-09-04,Rice,3080.0,Delhi,Delhi
2024-09-05,Rice,3080.0,Delhi,Delhi
2024-09-06,Rice,3080.0,Delhi,Delhi
2024-09-07,Rice,3075.96,Delhi,Delhi
2024-09-08,Rice,3057.58,Delhi,Delhi
2024-09-09,Rice,3017.4,Delhi,Delhi
2024-09-10,Rice,3058.24,Delhi,Delhi
2024-09-11,Rice,3080.0,Delhi,Delhi
2024-09-12,Rice,3080.0,Delhi,Delhi
2024-09-13,Rice,3080.0,Delhi,Delhi
2024-09-14,Rice,3080.0,Delhi,Delhi
2024-09-15,Rice,3080.0,Delhi,Delhi
2024-09-16,Rice,3080.0,Delhi,Delhi
2024-09-17,Rice,3080.0,Delhi,Delhi
